device_hours_per_day,phone_unlocks,notifications_per_day,social_media_mins,physical_activity_days,sleep_hours,sleep_quality,stress_level,digital_dependence_score,device_sleep_ratio,notification_intensity,unlock_per_hour,social_media_ratio,sleep_efficiency,screen_stress_load,activity_sleep_balance,dependence_per_hour
3.29,93.0,121,408,5.0,8.030437941413052,3.029451317676477,1.0,17.6,0.4096912302918669,36.77811550151976,28.267477203647417,2.1124620060790273,24.327820803132944,398.09000000000003,40.15218970706526,5.349544072948329
5.1,98.0,830,242,3.0,6.072299316420355,3.0448108488497363,10.0,48.7,0.8398795471443378,235.8823529411765,19.215686274509807,0.7908496732026143,18.489002836099534,6135.299999999999,18.216897949261064,9.549019607843139
6.28,145.0,558,50,4.0,7.018892076150481,3.049665741916635,1.0,41.6,0.8947281040748347,88.85350318471338,23.08917197452229,0.1326963906581741,21.405274710846246,3504.2400000000002,28.075568304601923,6.624203821656051
6.5,107.0,304,20,0.0,6.371517255895567,2.78251543466444,7.295017386220814,31.9,1.020165172429777,46.76923076923077,16.46153846153846,0.05128205128205128,17.728845106760232,1976.0,0.0,4.907692307692307
7.88,183.0,594,12,1.0,7.742759712422853,2.830463109262249,4.309485959858957,49.8,1.0177249834263813,75.38071065989848,23.22335025380711,0.025380710659898477,21.915595729894864,4680.72,7.742759712422853,6.319796954314721
3.01,47.0,356,119,5.0,9.42605210567908,3.149111382480191,3.943071110818901,19.1,0.31932774890842286,118.27242524916944,15.614617940199336,0.6589147286821706,29.683687977845363,1071.56,47.1302605283954,6.345514950166113
6.95,133.0,103,94,5.0,8.177302002661788,3.159522385735977,1.0,28.5,0.8499135775757958,14.820143884892087,19.136690647482013,0.22541966426858512,25.836368732333554,715.85,40.88651001330894,4.100719424460432
3.39,93.0,309,112,5.0,8.34004256115771,3.17226237638904,6.864401948035924,20.6,0.40647274580927595,91.1504424778761,27.43362831858407,0.5506391347099312,26.45680323424389,1047.51,41.700212805788546,6.07669616519174
4.19,108.0,141,86,4.0,8.66072306968108,3.0354834770085306,1.0,20.8,0.483793323754698,33.65155131264916,25.775656324582336,0.34208432776451864,26.289481776963516,590.7900000000001,34.64289227872432,4.964200477326969
0.98,19.0,85,3,1.0,9.23280775573996,2.86401104407393,1.0,6.2,0.10614322597486578,86.73469387755102,19.387755102040817,0.05102040816326531,26.44286338025068,83.3,9.23280775573996,6.326530612244898
6.46,141.0,123,132,2.0,6.765647643430832,2.837932199965437,5.102045915155113,27.5,0.954823594201273,19.040247678018577,21.826625386996906,0.34055727554179566,19.200449300912634,794.58,13.531295286861663,4.256965944272446
3.75,113.0,456,78,4.0,6.684185868226799,3.0516584896715866,2.8578730374141554,28.2,0.5610256916740723,121.6,30.133333333333333,0.3466666666666667,20.397852551317158,1710.0,26.736743472907197,7.52
5.96,101.0,772,115,4.0,8.529181992788837,3.0937235145515065,5.028737740713357,41.0,0.6987774448990534,129.53020134228188,16.946308724832214,0.3215883668903803,26.386930890980103,4601.12,34.11672797115535,6.879194630872483
2.19,61.0,480,71,4.0,6.245334614235386,3.101675897318687,1.900088400702232,20.7,0.3506617555780269,219.17808219178082,27.853881278538815,0.5403348554033486,19.371003843663996,1051.2,24.981338456941543,9.452054794520548
4.54,58.0,172,34,5.0,7.54871444850384,3.154849104347721,5.891886308629696,19.9,0.6014269093063696,37.88546255506608,12.775330396475772,0.1248164464023495,23.81505501683904,780.88,37.7435722425192,4.383259911894273
6.3,152.0,361,148,7.0,8.010635135382634,3.2719093272303805,4.6540966232282015,33.9,0.7864544937483382,57.301587301587304,24.126984126984127,0.3915343915343915,26.21007181649784,2274.2999999999997,56.074445947678434,5.3809523809523805
9.89,171.0,231,61,2.0,7.075744741669438,2.936991120062812,2.0748078035810704,42.5,1.397732727942723,23.356926188068755,17.290192113245702,0.10279743849005728,20.781399474114277,2284.59,14.151489483338876,4.2972699696663295
6.4,137.0,207,173,3.0,6.148762413767652,2.938572062785197,4.990322843547051,29.6,1.0408598624122807,32.34375,21.40625,0.4505208333333333,18.068581449801293,1324.8000000000002,18.446287241302954,4.625
4.86,83.0,114,199,2.0,7.276884560350949,2.979726184831822,10.0,20.8,0.6678682284559442,23.456790123456788,17.078189300411523,0.6824417009602194,21.683123468476126,554.0400000000001,14.553769120701897,4.279835390946502
8.32,176.0,223,120,1.0,5.951503393041112,2.808037542672635,3.1882666047084225,38.1,1.3979661020992258,26.802884615384613,21.153846153846153,0.24038461538461536,16.712044963003013,1855.3600000000001,5.951503393041112,4.579326923076923
3.9,77.0,150,99,0.0,8.502375170745147,2.655405159240562,10.0,20.2,0.45869535531895433,38.46153846153846,19.743589743589745,0.4230769230769231,22.57725089419552,585.0,0.0,5.17948717948718
3.7,88.0,158,81,6.0,7.519196324039396,3.151960132130581,4.655137623052005,18.3,0.49207386541708475,42.7027027027027,23.783783783783782,0.36486486486486486,23.700207039034993,584.6,45.11517794423638,4.945945945945946
11.03,208.0,159,68,3.0,6.262353452202505,2.974222556585114,3.012163325391885,46.1,1.761318661456371,14.415231187669992,18.857660924750682,0.10275007555152615,18.62563289484935,1753.77,18.787060356607515,4.179510426110608
4.71,108.0,268,408,4.0,9.186657967712929,3.0589162819041955,9.927073686698543,36.68415185296776,0.5127000500675635,56.90021231422505,22.929936305732483,1.5322009907997167,28.101217633721983,1262.28,36.746631870851715,7.788567272392306
5.66,122.0,157,256,3.0,8.403072007283997,3.0705232089886896,1.0,25.3,0.6735631915439696,27.73851590106007,21.554770318021202,0.7538280329799764,25.801827625168688,888.62,25.209216021851994,4.469964664310954
5.53,75.0,268,101,3.0,6.296379802610418,2.9201154078604232,1.0,36.68415185296776,0.8782824691908382,48.4629294755877,13.5623869801085,0.30440024110910185,18.38615567534385,1482.04,18.889139407831255,6.633662179560173
11.55,222.0,230,408,7.0,5.659952795310304,3.293552059093364,6.634129934771305,51.1,2.040653061553807,19.91341991341991,19.22077922077922,0.7157287157287158,18.641349183365495,2656.5,39.61966956717213,4.424242424242424
14.96,143.0,434,262,0.0,4.090026955517184,2.679415373596757,10.0,56.6,3.657677605234342,29.010695187165773,9.558823529411764,0.29188948306595364,10.958881103037884,6492.64,0.0,3.783422459893048
7.94,141.0,802,62,5.0,7.830058075672094,3.107176919273981,1.7594011796312383,49.1,1.0140410100749437,101.00755667506297,17.758186397984886,0.1301427371956339,24.32937572930317,6367.88,39.15029037836047,6.183879093198993
9.06,152.0,165,256,4.0,7.821374632216433,3.13612361984136,4.855642390719986,36.68415185296776,1.1583641528538526,18.211920529801322,16.777041942604857,0.47093451066961,24.528797723721983,1494.9,31.28549852886573,4.049023383329774
9.94,177.0,104,180,4.0,6.412085343041421,2.995108207180093,1.0,38.0,1.5501977076439215,10.46277665995976,17.80684104627767,0.3018108651911469,19.204889436082546,1033.76,25.648341372165685,3.8229376257545273
14.38,200.0,476,148,4.0,4.659008732445433,3.0812771395412843,5.00626277296813,61.1,3.0864934636969843,33.101529902642554,13.908205841446453,0.1715345387111729,14.35569710020733,6844.88,18.636034929781733,4.248956884561891
6.76,146.0,182,166,3.0,7.211652562048101,2.991685742691854,1.1578017912501353,36.68415185296776,0.9373718356282221,26.923076923076923,21.597633136094675,0.4092702169625247,21.574998151126486,1230.32,21.634957686144304,5.42664968239168
2.45,39.0,545,46,4.0,8.388344087213595,3.0507164470199823,2.8726931953366406,21.9,0.2920719482328521,222.44897959183672,15.918367346938775,0.3129251700680272,25.590459270125333,1335.25,33.55337634885438,8.93877551020408
4.55,104.0,517,50,6.0,9.17636942900579,3.237666136690996,3.889765789424618,29.9,0.4958387993423416,113.62637362637363,22.857142857142858,0.18315018315018314,29.710020558058535,2352.35,55.058216574034745,6.571428571428571
2.56,80.0,119,191,3.0,7.758271429405124,2.91403935564397,1.0,13.0,0.32997040942614864,46.484375,31.25,1.2434895833333335,22.60790827705473,304.64,23.27481428821537,5.078125
5.59,153.0,268,41,4.0,7.574544007013483,3.134741143728071,10.0,36.68415185296776,0.737998220727751,47.94275491949911,27.37030411449016,0.12224209898628505,23.74423474376405,1498.12,30.29817602805393,6.5624600810318
3.96,59.0,337,50,2.0,7.426577844742267,2.9883980059005526,1.0,20.3,0.5332200217632578,85.1010101010101,14.8989898989899,0.21043771043771045,22.193570421893014,1334.52,14.853155689484534,5.126262626262626
2.78,92.0,264,258,5.0,8.156714643029364,3.134164896822617,1.0,18.9,0.3408234959372713,94.96402877697842,33.093525179856115,1.5467625899280577,25.564488707581653,733.92,40.783573215146816,6.798561151079137
8.23,199.0,404,39,5.0,7.558764921353024,3.252964968465329,1.0,46.9,1.0888022164508357,49.088699878493316,24.179829890643983,0.07897934386391252,24.588397494025973,3324.92,37.79382460676512,5.698663426488457
13.65,311.0,176,332,0.0,6.224373911253337,2.712435047373364,9.352622258760256,60.9,2.192991647773847,12.893772893772894,22.783882783882785,0.4053724053724054,16.883209944839976,2402.4,0.0,4.461538461538462
6.28,103.0,379,120,3.0,8.296487850322352,2.9920619744339487,1.0,31.6,0.7569468084927041,60.35031847133758,16.401273885350317,0.3184713375796178,24.823605818302763,2380.12,24.889463550967058,5.031847133757962
10.65,175.0,432,91,3.0,7.542666904972116,3.04363482792986,5.09086894337754,49.9,1.4119674293159539,40.56338028169014,16.431924882629108,0.14241001564945227,22.957123687447055,4600.8,22.628000714916347,4.685446009389671
7.93,187.0,423,186,3.0,8.039315097022087,2.949090151729989,1.0,43.8,0.986402436562963,53.34174022698613,23.581336696090794,0.3909205548549811,23.708664979282055,3354.39,24.11794529106626,5.523329129886506
5.47,103.0,455,252,1.0,8.220904872095732,2.7431936346036463,7.171132473602274,30.5,0.6653768757946409,83.18098720292505,18.829981718464353,0.7678244972577697,22.551533915815114,2488.85,8.220904872095732,5.575868372943328
5.05,38.0,272,71,2.0,9.206381356762895,2.811569877863434,1.0,22.6,0.5485325671731306,53.86138613861387,7.524752475247525,0.23432343234323433,25.88438450679805,1373.6,18.41276271352579,4.475247524752476
2.33,106.0,591,75,6.0,7.8524834514972275,3.314735633726542,7.70883257376728,27.8,0.2967214148736271,253.6480686695279,45.493562231759654,0.5364806866952789,26.02890670992585,1377.03,47.11490070898336,11.931330472103005
12.74,247.0,273,203,4.0,6.134634699579325,3.025473785805954,5.913954193880873,57.6,2.0767332732743857,21.428571428571427,19.387755102040817,0.26556776556776557,18.560176469072832,3478.02,24.5385387983173,4.521193092621664
4.98,109.0,206,75,0.0,8.34625340437879,2.723099605779935,5.280804037766603,25.0,0.5966749101324057,41.365461847389554,21.88755020080321,0.25100401606425704,22.727679355203325,1025.88,0.0,5.02008032128514
4.22,107.0,195,114,5.0,8.261186141328707,3.076171458018598,1.845822079612192,22.2,0.5108225293324847,46.208530805687204,25.355450236966828,0.4502369668246446,25.412825017334168,822.9,41.30593070664354,5.260663507109005
7.88,179.0,131,168,4.0,5.537073461622228,3.0993419823043524,1.1117721468829684,35.7,1.4231344508279924,16.624365482233504,22.715736040609137,0.3553299492385787,17.161284238709058,1032.28,22.14829384648891,4.530456852791879
5.64,111.0,254,262,4.0,9.182695183458767,3.012847025376664,9.89038940526933,26.9,0.6141987605294363,45.0354609929078,19.680851063829788,0.7742316784869977,27.66605586842437,1432.56,36.73078073383507,4.7695035460992905
8.36,206.0,186,0,4.0,8.78048615767152,3.0273618669548266,2.8960856965198603,42.3,0.9521112897257812,22.248803827751196,24.641148325358852,0.0,26.581708967059466,1554.9599999999998,35.12194463068608,5.059808612440191
4.69,103.0,214,54,2.0,8.310800230018867,2.9071317521151845,1.0,24.1,0.5643259217156461,45.62899786780383,21.961620469083154,0.19189765458422173,24.160591234174024,1003.6600000000001,16.621600460037733,5.138592750533049
6.7,169.0,151,82,1.0,8.695587728806226,2.7590687911853395,3.205599913264232,31.8,0.7705057103621229,22.53731343283582,25.223880597014926,0.20398009950248755,23.991724723563465,1011.7,8.695587728806226,4.746268656716418
4.35,102.0,462,408,5.0,9.853524551695624,3.12288054845894,5.877770942624586,29.9,0.441466398868559,106.20689655172414,23.448275862068968,2.2528735632183907,30.77138015625286,2009.6999999999998,49.267622758478126,6.873563218390805
5.41,126.0,560,246,2.0,8.461321765218736,2.96226621061954,5.086308941931842,35.3,0.6393800106076151,103.51201478743069,23.290203327171902,0.7578558225508317,25.064687562287144,3029.6,16.922643530437472,6.524953789279112
8.8,217.0,217,20,7.0,7.721896804822373,3.3129916690040107,2.7577976364352943,44.7,1.1396163691936863,24.659090909090907,24.659090909090907,0.03787878787878788,25.58257978328521,1909.6000000000001,54.053277633756615,5.079545454545454
3.38,49.0,73,73,3.0,7.181162487969966,2.9785674893625527,5.0648614981525375,11.3,0.4706758836974162,21.597633136094675,14.497041420118343,0.3599605522682446,21.389577122497244,246.73999999999998,21.543487463909898,3.3431952662721898
3.61,65.0,529,182,4.0,8.32690553231554,3.062668253811086,2.881164806290006,24.8,0.4335344007434817,146.53739612188366,18.005540166204987,0.840258541089566,25.5025492263067,1909.6899999999998,33.30762212926216,6.869806094182826
12.0,278.0,328,44,1.0,5.417203925021811,2.79281433274879,8.203209880645634,60.6,2.2151649016889623,27.333333333333332,23.166666666666668,0.06111111111111111,15.129244765223916,3936.0,5.417203925021811,5.05
5.49,143.0,55,19,4.0,7.878292906908651,3.151732634325639,9.8896626619995,26.2,0.6968514708542629,10.018214936247723,26.04735883424408,0.057680631451123246,24.8302728574802,301.95,31.513171627634605,4.7723132969034605
6.0,158.0,288,207,0.0,7.055441933565628,2.6917785874241567,1.0,32.4,0.8504073956665339,48.0,26.333333333333332,0.575,18.99168752158645,1728.0,0.0,5.3999999999999995
7.63,173.0,320,49,2.0,8.342518708385104,2.902702039242573,8.042292277866062,38.6,0.9145918956502971,41.93971166448231,22.673656618610746,0.10703363914373089,24.215846067248755,2441.6,16.685037416770207,5.058977719528179
5.73,175.0,436,53,0.0,7.229125938017113,2.738137722268001,5.303382741095426,38.0,0.7926269439942404,76.09075043630017,30.541012216404884,0.15415939499709133,19.794342429910703,2498.28,0.0,6.631762652705061
4.65,84.0,286,408,1.0,6.721487737734232,2.862709212904276,9.205372372049142,22.9,0.6918111259647234,61.50537634408602,18.064516129032256,1.8243727598566308,19.241664871234907,1329.9,6.721487737734232,4.924731182795698
3.31,112.0,800,106,2.0,7.12216297464861,2.9473144280840584,9.14253732113361,34.9,0.4647464557862504,241.6918429003021,33.8368580060423,0.5337361530715006,20.991253694347925,2648.0,14.24432594929722,10.54380664652568
10.06,203.0,138,298,0.0,8.367232161380274,2.7307855037265067,1.0,42.1,1.202309175360623,13.71769383697813,20.178926441351887,0.4937044400265076,22.84911629261146,1388.28,0.0,4.184890656063618
5.49,139.0,210,160,5.0,7.186155547352643,3.1463429865903034,1.0,36.68415185296776,0.7639689906270536,38.25136612021858,25.318761384335154,0.4857316332726168,22.61011010695999,1152.9,35.93077773676321,6.681994873036022
4.06,78.0,141,107,2.0,7.560683011668252,2.908582468840074,1.1118065437865272,17.3,0.5369885225626153,34.72906403940887,19.211822660098523,0.4392446633825945,21.99087006019525,572.4599999999999,15.121366023336504,4.261083743842365
13.45,270.0,292,123,3.0,7.272792919810766,2.858433291962604,10.0,61.1,1.8493583068153632,21.71003717472119,20.074349442379184,0.1524163568773234,20.788793407537007,3927.3999999999996,21.8183787594323,4.54275092936803
6.8,211.0,100,40,3.0,7.989388170986725,2.892590894617246,9.987031673538771,34.9,0.8511290044329101,14.705882352941178,31.029411764705884,0.09803921568627451,23.110031476958934,680.0,23.968164512960175,5.13235294117647
10.09,246.0,302,373,5.0,7.740627847211608,3.101556477398552,1.8791958232109447,50.8,1.303511833815225,29.930624380574827,24.380574826560952,0.6161215725140403,24.007994438650773,3047.18,38.70313923605804,5.034687809712587
5.34,70.0,230,157,3.0,7.067563030251573,2.943960440922292,6.110832174645446,23.8,0.7555645386030495,43.07116104868914,13.108614232209739,0.4900124843945069,20.80662597478551,1228.2,21.202689090754717,4.4569288389513115
14.01,190.0,557,302,4.0,6.152392525414546,2.9919608972396863,9.924495706237792,60.9,2.2771628991692157,39.757316202712346,13.561741613133476,0.35926719010230784,18.407717860510047,7803.57,24.609570101658186,4.346895074946467
5.12,101.0,270,86,7.0,6.887137759981238,3.329058077696849,1.0,24.8,0.7434147796128806,52.734375,19.7265625,0.2799479166666667,22.92768159207652,1382.4,48.20996431986867,4.84375
7.26,131.0,89,89,1.0,7.999165553471046,2.812377008598492,10.0,29.9,0.9075946674024888,12.258953168044078,18.044077134986228,0.20431588613406798,22.496669290555,646.14,7.999165553471046,4.118457300275482
4.67,131.0,51,168,4.0,9.128402132800373,3.041190290968551,1.0,20.7,0.511590082476719,10.920770877944326,28.051391862955033,0.5995717344753747,27.761207938329107,238.17,36.51360853120149,4.43254817987152
6.14,92.0,392,252,4.0,7.8753043943710335,2.989117254612524,1.011152377556776,31.9,0.7796524035805698,63.843648208469055,14.983713355048861,0.6840390879478828,23.540208250540292,2406.8799999999997,31.501217577484134,5.195439739413681
5.13,126.0,518,0,4.0,7.114112244632262,3.049697775125653,3.8968917155618006,35.5,0.7211019201827586,100.97465886939571,24.56140350877193,0.0,21.695892284449176,2657.34,28.45644897852905,6.920077972709552
3.95,80.0,830,151,2.0,6.024606165518449,2.7608214933444457,3.084811424362808,41.6,0.6556445170819032,279.746835443038,20.253164556962023,0.6371308016877637,16.6328621906988,4364.75,12.049212331036898,10.531645569620252
2.74,41.0,96,62,4.0,6.085233666864286,3.043777202797601,3.112981756298617,9.8,0.45027030184888844,35.03649635036496,14.963503649635035,0.3771289537712895,18.522095508897966,263.04,24.340934667457145,3.576642335766423
9.43,209.0,337,82,2.0,6.349469160424807,2.8953149145847643,3.289318533689829,47.8,1.4851635249723918,35.73700954400849,22.163308589607635,0.14492753623188406,18.383712759873944,3177.91,12.698938320849614,5.068928950159067
8.2,139.0,740,353,5.0,4.638497138526186,3.143905411150726,9.861659777085704,47.1,1.7678139610980612,90.2439024390244,16.951219512195124,0.717479674796748,14.582996253419635,6067.999999999999,23.19248569263093,5.743902439024391
2.46,61.0,305,122,6.0,7.655989832196568,3.133489217357445,1.0,16.6,0.321317041155762,123.98373983739837,24.796747967479675,0.8265582655826559,23.98996158738618,750.3,45.935938993179406,6.747967479674798
8.04,225.0,830,47,5.0,8.068570347697738,3.1430504987692247,3.646178950650486,59.2,0.996459056999374,115.54726368159206,27.985074626865675,0.09742951907131012,25.359924055685955,7469.159999999999,40.34285173848869,7.363184079601991
2.88,56.0,158,131,4.0,7.372741514745921,2.999853454844666,4.867762526965846,13.4,0.39062809868484183,54.861111111111114,19.444444444444446,0.758101851851852,22.117144104687245,455.03999999999996,29.490966058983684,4.652777777777778
3.68,82.0,424,56,0.0,9.835491392625457,2.6917629523362434,4.319221444878334,24.9,0.3741551746727391,115.21739130434783,22.282608695652172,0.25362318840579706,26.47481134869121,1560.3200000000002,0.0,6.766304347826086
14.82,310.0,176,197,3.0,6.255625968488154,3.007936944032268,10.0,63.8,2.369067472168843,11.875843454790823,20.917678812415655,0.22154745838956363,18.816528458663154,2608.32,18.76687790546446,4.304993252361673
4.85,101.0,137,408,2.0,7.136411869424479,2.992861417312364,5.104596836796247,20.6,0.6796132410433776,28.247422680412374,20.824742268041238,2.0996563573883162,21.358291742050525,664.4499999999999,14.272823738848958,4.247422680412372
13.09,279.0,283,176,2.0,5.918662522390052,2.8947236690845104,8.939790255152857,59.9,2.2116483158958764,21.61955691367456,21.31398013750955,0.22408963585434175,17.132892492885915,3704.47,11.837325044780105,4.5760122230710465
9.17,211.0,301,169,3.0,6.979785898258985,2.931185601809123,3.0681614698418387,45.2,1.3137938804523122,32.82442748091603,23.00981461286805,0.30716103235187203,20.459047928687095,2760.17,20.939357694776955,4.929116684841876
4.91,98.0,166,77,1.0,8.092797697786585,2.8217046099231182,7.293797546865624,22.3,0.6067123117809934,33.80855397148676,19.95926680244399,0.2613713509843856,22.835484571019606,815.0600000000001,8.092797697786585,4.541751527494909
13.82,304.0,397,35,7.0,5.1156701646353175,3.3385304070031245,4.739379971156309,66.6,2.701503332943122,28.726483357452967,21.99710564399421,0.04220935841775205,17.078820396833688,5486.54,35.80969115244722,4.819102749638205
15.58,261.0,257,83,4.0,6.078184950150549,3.0829748966315296,9.867701901034144,65.2,2.7162714092125593,15.566323440339186,15.808600847970926,0.08378760347264283,18.738891618397705,4243.070000000001,24.312739800602195,3.9491217443973348
5.62,72.0,429,153,6.0,8.403295116219535,3.348849949154596,4.648127873335729,28.0,0.6687852708103293,76.33451957295374,12.811387900355871,0.4537366548042705,28.14137442268286,2410.98,50.41977069731721,4.98220640569395
3.31,67.0,396,52,5.0,8.322897152645941,3.0960427834799176,2.6098550252099746,21.0,0.39769805384988016,119.63746223564955,20.241691842900302,0.2618328298086606,25.76804566709502,1310.76,41.61448576322971,6.3444108761329305
5.88,152.0,284,18,5.0,8.008174848084781,3.144421235930616,3.800768437159861,34.1,0.734249702528192,48.29931972789116,25.850340136054424,0.05102040816326531,25.18107505336322,1669.92,40.0408742404239,5.799319727891157
10.01,120.0,249,21,3.0,6.862037700969218,3.049486272412045,3.109368442830128,37.8,1.4587503648640918,24.875124875124875,11.988011988011989,0.03496503496503496,20.925689769879536,2492.49,20.586113102907653,3.776223776223776
6.92,206.0,511,272,1.0,7.963667470586506,2.886579049398545,2.201363787627758,45.7,0.8689463774773054,73.84393063583815,29.76878612716763,0.6551059730250481,22.987755676971712,3536.12,7.963667470586506,6.604046242774567
8.33,141.0,66,72,2.0,7.092821816272663,2.7946518348181573,10.0,32.0,1.174426795959959,7.923169267707083,16.926770708283314,0.14405762304921968,19.82196750288465,549.78,14.185643632545325,3.8415366146458583
3.22,91.0,146,83,6.0,9.204289654363496,3.21152642452941,1.6972133390949593,16.9,0.34983688268366137,45.3416149068323,28.26086956521739,0.4296066252587991,29.559819444011037,470.12,55.225737926180976,5.248447204968944
11.65,262.0,509,272,5.0,6.173800362980459,3.206035700227086,4.836013166830217,61.2,1.8870062708629367,43.69098712446352,22.489270386266092,0.38912732474964234,19.793424369790294,5929.85,30.869001814902294,5.253218884120172
8.96,184.0,148,382,3.0,6.735328147003408,3.1165725242610915,1.0,39.6,1.3302989556620735,16.517857142857142,20.535714285714285,0.7105654761904762,20.99113864483319,1326.0800000000002,20.205984441010223,4.419642857142857
