age,device_hours_per_day,phone_unlocks,notifications_per_day,social_media_mins,study_mins,physical_activity_days,sleep_hours,sleep_quality,stress_level,productivity_score,social_media_ratio,sleep_efficiency,education_level_high school,education_level_master,education_level_phd,age_group_older,age_group_young
24,9.74,180,1195,240,88,7.0,5.203141620196599,3.2825923234276613,6.606128074094776,59.0,0.4106776110424776,17.079792740164322,False,False,False,False,True
24,5.0,114,155,19,102,3.0,9.617037249632707,2.9756235817286774,1.0,55.0,0.0633333312222223,28.616682826370184,False,False,False,False,True
25,5.29,119,226,125,96,2.0,6.267765346495462,2.926987306205264,2.179853991849066,68.0,0.39382481430923716,18.345669607465457,False,True,False,False,True
19,6.89,184,263,41,119,5.0,8.227617483642558,3.1636763139982604,6.79094856349961,56.0,0.0991775496086708,26.029518553637928,False,False,False,False,True
15,12.66,203,703,176,128,6.0,5.198885847394835,3.2201713260423235,9.707075661436672,51.0,0.23170089215770284,16.741303133148094,True,False,False,False,True
21,6.89,204,499,92,111,5.0,6.050582728907111,3.137827157703509,8.798728750504356,80.0,0.22254474546335887,18.98568280669654,False,False,False,False,True
27,7.3,141,525,72,64,2.0,8.252850132119574,2.92817857589818,1.0,63.0,0.16438355789078635,24.165818946971005,True,False,False,False,False
25,4.63,112,51,173,168,2.0,6.847907287205611,2.849226419862877,1.072755323546035,66.0,0.6227501575683889,19.511238363477748,False,False,False,False,True
22,6.24,128,357,449,80,4.0,7.984506760457626,3.1367008093003856,3.012997353530816,51.0,1.1992521047208304,25.045008817391835,False,False,False,False,True
32,3.29,93,121,417,293,5.0,8.030437941413052,3.029451317676477,1.0,60.0,2.112461899064747,24.327820803132944,False,False,False,False,False
23,5.1,98,1203,242,79,3.0,6.072299316420355,3.0448108488497363,10.0,66.0,0.7908496473578547,18.489002836099534,False,True,False,False,True
46,6.28,145,558,50,16,4.0,7.018892076150481,3.049665741916635,1.0,53.0,0.13269638713650778,21.405274710846246,False,False,False,True,False
44,6.5,107,304,20,301,0.0,6.371517255895567,2.78251543466444,7.295017386220814,69.0,0.05128204996712693,17.728845106760232,False,False,False,True,False
50,7.88,183,594,12,147,1.0,7.742759712422853,2.830463109262249,4.309485959858957,59.0,0.025380710123081428,21.915595729894864,False,False,False,True,False
35,3.01,47,356,119,0,5.0,9.42605210567908,3.149111382480191,3.943071110818901,62.0,0.6589146921974146,29.683687977845363,False,True,False,False,False
24,6.95,133,103,94,133,5.0,8.177302002661788,3.159522385735977,1.0,59.0,0.22541965886283793,25.836368732333554,False,False,False,False,True
18,3.39,93,309,112,137,5.0,8.34004256115771,3.17226237638904,6.864401948035924,65.29930112427833,0.5506391076381952,26.45680323424389,True,False,False,False,True
26,4.19,108,141,86,0,4.0,8.66072306968108,3.0354834770085306,1.0,65.0,0.34208431415734625,26.289481776963516,True,False,False,False,False
45,0.98,19,85,3,118,1.0,9.23280775573996,2.86401104407393,1.0,54.0,0.05102039948632662,26.44286338025068,False,True,False,True,False
18,6.46,141,123,132,0,2.0,6.765647643430832,2.837932199965437,5.102045915155113,73.0,0.3405572667554885,19.200449300912634,False,False,False,False,True
22,3.75,113,456,78,74,4.0,6.684185868226799,3.0516584896715866,2.8578730374141554,53.0,0.34666665125925994,20.397852551317158,False,False,False,False,True
32,5.96,101,772,115,47,4.0,8.529181992788837,3.0937235145515065,5.028737740713357,67.0,0.3215883578974173,26.386930890980103,False,False,True,False,False
20,2.19,61,480,71,103,4.0,6.245334614235386,3.101675897318687,1.900088400702232,45.0,0.5403348142819776,19.371003843663996,True,False,False,False,True
41,4.54,58,172,34,187,5.0,7.54871444850384,3.154849104347721,5.891886308629696,52.0,0.12481644182024812,23.81505501683904,False,True,False,True,False
13,6.3,152,361,148,233,7.0,8.010635135382634,3.2719093272303805,4.6540966232282015,67.0,0.39153438117633915,26.21007181649784,True,False,False,False,True
35,9.89,171,231,61,13,2.0,7.075744741669438,2.936991120062812,2.0748078035810704,72.0,0.10279743675771086,20.781399474114277,True,False,False,False,False
20,6.4,137,207,173,0,3.0,6.148762413767652,2.938572062785197,4.990322843547051,67.0,0.4505208216010203,18.068581449801293,False,False,False,False,True
40,4.86,83,114,199,166,2.0,7.276884560350949,2.979726184831822,10.0,64.0,0.6824416775568698,21.683123468476126,False,True,False,False,False
22,8.32,176,223,120,0,1.0,5.951503393041112,2.808037542672635,3.1882666047084225,62.0,0.24038461056921853,16.712044963003013,False,False,False,False,True
49,3.9,77,150,99,0,0.0,8.502375170745147,2.655405159240562,10.0,50.0,0.42307690499671347,22.57725089419552,False,False,False,True,False
23,3.7,88,158,81,104,6.0,7.519196324039396,3.151960132130581,4.655137623052005,58.0,0.36486484842951133,23.700207039034993,False,False,False,False,True
27,11.03,208,159,68,0,3.0,6.262353452202505,2.974222556585114,3.012163325391885,65.29930112427833,0.10275007399894118,18.62563289484935,False,False,False,False,False
42,4.71,108,268,433,0,4.0,9.186657967712929,3.0589162819041955,9.927073686698543,76.0,1.5322009365817078,28.101217633721983,False,True,False,True,False
21,5.66,122,157,256,9,3.0,8.403072007283997,3.0705232089886896,1.0,68.0,0.7538280107824497,25.801827625168688,False,False,False,False,True
38,5.53,75,268,101,92,3.0,6.296379802610418,2.9201154078604232,1.0,47.0,0.3044002319348936,18.38615567534385,False,False,False,False,False
37,11.55,222,230,496,26,7.0,5.659952795310304,3.293552059093364,6.634129934771305,68.0,0.7157287054007402,18.641349183365495,False,False,False,False,False
23,14.96,143,434,262,231,0.0,4.090026955517184,2.679415373596757,10.0,65.29930112427833,0.2918894798140655,10.958881103037884,False,True,False,False,True
21,7.94,141,802,62,145,5.0,7.830058075672094,3.107176919273981,1.7594011796312383,58.0,0.13014273446383848,24.32937572930317,False,False,False,False,True
14,9.06,152,165,256,63,4.0,7.821374632216433,3.13612361984136,4.855642390719986,71.0,0.4709345020063557,24.528797723721983,True,False,False,False,True
15,9.94,177,104,180,0,4.0,6.412085343041421,2.995108207180093,1.0,75.0,0.30181086013060265,19.204889436082546,True,False,False,False,True
27,14.38,200,476,148,46,4.0,4.659008732445433,3.0812771395412843,5.00626277296813,74.0,0.1715345367230582,14.35569710020733,False,True,False,False,False
17,6.76,146,182,166,0,3.0,7.211652562048101,2.991685742691854,1.1578017912501353,57.0,0.40927020687203636,21.574998151126486,True,False,False,False,True
34,2.45,39,545,46,182,4.0,8.388344087213595,3.0507164470199823,2.8726931953366406,62.0,0.3129251487806021,25.590459270125333,False,False,False,False,False
16,4.55,104,517,50,130,6.0,9.17636942900579,3.237666136690996,3.889765789424618,68.0,0.18315017644138548,29.710020558058535,True,False,False,False,True
18,2.56,80,119,191,44,3.0,7.758271429405124,2.91403935564397,1.0,75.0,1.2434895023769856,22.60790827705473,False,False,False,False,True
30,5.59,153,268,41,45,4.0,7.574544007013483,3.134741143728071,10.0,60.0,0.12224209534161912,23.74423474376405,False,False,False,False,False
17,3.96,59,337,50,229,2.0,7.426577844742267,2.9883980059005526,1.0,63.0,0.21043770158090483,22.193570421893014,True,False,False,False,True
19,2.78,92,264,258,62,5.0,8.156714643029364,3.134164896822617,1.0,54.0,1.546762497196493,25.564488707581653,False,False,False,False,True
46,8.23,199,404,39,135,5.0,7.558764921353024,3.252964968465329,1.0,53.0,0.07897934226449287,24.588397494025973,False,True,False,True,False
24,13.65,311,176,332,124,0.0,6.224373911253337,2.712435047373364,9.352622258760256,73.0,0.4053724004228034,16.883209944839976,False,False,False,False,True
32,6.28,103,379,120,212,3.0,8.296487850322352,2.9920619744339487,1.0,79.0,0.31847132912761866,24.823605818302763,False,True,False,False,False
33,10.65,175,432,91,77,3.0,7.542666904972116,3.04363482792986,5.09086894337754,64.0,0.14241001342081358,22.957123687447055,False,False,False,False,False
32,7.93,187,423,186,72,3.0,8.039315097022087,2.949090151729989,1.0,75.0,0.3909205466389125,23.708664979282055,True,False,False,False,False
18,5.47,103,455,252,0,1.0,8.220904872095732,2.7431936346036463,7.171132473602274,65.29930112427833,0.7678244738627522,22.551533915815114,False,False,False,False,True
50,5.05,38,272,71,76,2.0,9.206381356762895,2.811569877863434,1.0,59.0,0.23432342460978797,25.88438450679805,False,False,False,True,False
29,2.33,106,591,75,175,6.0,7.8524834514972275,3.314735633726542,7.70883257376728,65.29930112427833,0.5364806483204113,26.02890670992585,False,False,False,False,False
46,12.74,247,273,203,170,4.0,6.134634699579325,3.025473785805954,5.913954193880873,80.0,0.2655677620935667,18.560176469072832,False,False,False,True,False
33,4.98,109,206,75,218,0.0,8.34625340437879,2.723099605779935,5.280804037766603,65.0,0.25100400766385517,22.727679355203325,True,False,False,False,False
31,4.22,107,195,114,13,5.0,8.261186141328707,3.076171458018598,1.845822079612192,81.0,0.45023694904277456,25.412825017334168,False,False,True,False,False
22,7.88,179,131,168,52,4.0,5.537073461622228,3.0993419823043524,1.1117721468829684,39.0,0.35532994172314,17.161284238709058,False,False,False,False,True
24,5.64,111,254,262,139,4.0,9.182695183458767,3.012847025376664,9.89038940526933,65.29930112427833,0.7742316556078117,27.66605586842437,False,False,False,False,True
50,8.36,206,186,0,81,4.0,8.78048615767152,3.0273618669548266,2.8960856965198603,66.0,0.0,26.581708967059466,False,False,False,True,False
33,4.69,103,214,54,134,2.0,8.310800230018867,2.9071317521151845,1.0,62.0,0.1918976477648313,24.160591234174024,True,False,False,False,False
23,6.7,169,151,82,184,1.0,8.695587728806226,2.7590687911853395,3.205599913264232,66.0,0.20398009442835588,23.991724723563465,False,False,False,False,True
32,4.35,102,462,588,293,5.0,9.853524551695624,3.12288054845894,5.877770942624586,45.0,2.2528734769013994,30.77138015625286,False,False,False,False,False
19,5.41,126,560,246,84,2.0,8.461321765218736,2.96226621061954,5.086308941931842,63.0,0.7578557992034566,25.064687562287144,False,False,False,False,True
47,8.8,217,217,20,91,7.0,7.721896804822373,3.3129916690040107,2.7577976364352943,69.0,0.03787878716138661,25.58257978328521,False,False,False,True,False
22,3.38,49,73,73,62,3.0,7.181162487969966,2.9785674893625527,5.0648614981525375,80.0,0.35996053451871135,21.389577122497244,False,False,False,False,True
15,3.61,65,529,182,102,4.0,8.32690553231554,3.062668253811086,2.881164806290006,60.0,0.840258502296468,25.5025492263067,True,False,False,False,True
46,12.0,278,328,44,90,1.0,5.417203925021811,2.79281433274879,8.203209880645634,65.29930112427833,0.06111111026234569,15.129244765223916,False,False,True,True,False
41,5.49,143,55,19,39,4.0,7.878292906908651,3.151732634325639,9.8896626619995,60.0,0.0576806297000416,24.8302728574802,False,False,True,True,False
22,6.0,158,288,207,228,0.0,7.055441933565628,2.6917785874241567,1.0,74.0,0.5749999840277783,18.99168752158645,False,False,False,False,True
23,7.63,173,320,49,115,2.0,8.342518708385104,2.902702039242573,8.042292277866062,68.0,0.10703363680573096,24.215846067248755,False,False,False,False,True
28,5.73,175,436,53,139,0.0,7.229125938017113,2.738137722268001,5.303382741095426,60.0,0.15415939051310673,19.794342429910703,False,False,False,False,False
20,4.65,84,286,509,74,1.0,6.721487737734232,2.862709212904276,9.205372372049142,70.0,1.8243726944669287,19.241664871234907,False,False,False,False,True
16,3.31,112,800,106,246,2.0,7.12216297464861,2.9473144280840584,9.14253732113361,66.0,0.5337361261965697,20.991253694347925,True,False,False,False,True
23,10.06,203,138,298,70,0.0,8.367232161380274,2.7307855037265067,1.0,75.0,0.49370443184717644,22.84911629261146,False,True,False,False,True
22,5.49,139,210,160,119,5.0,7.186155547352643,3.1463429865903034,1.0,58.0,0.4857316185266661,22.61011010695999,True,False,False,False,True
19,4.06,78,141,107,52,2.0,7.560683011668252,2.908582468840074,1.1118065437865272,62.0,0.4392446453512051,21.99087006019525,False,False,False,False,True
33,13.45,270,292,123,0,3.0,7.272792919810766,2.858433291962604,10.0,61.0,0.15241635498864492,20.788793407537007,False,True,False,False,False
24,6.8,211,100,40,111,3.0,7.989388170986725,2.892590894617246,9.987031673538771,50.0,0.09803921328335262,23.110031476958934,False,True,False,False,True
29,10.09,246,302,373,149,5.0,7.740627847211608,3.101556477398552,1.8791958232109447,68.0,0.6161215623369415,24.007994438650773,True,False,False,False,False
41,5.34,70,230,157,146,3.0,7.067563030251573,2.943960440922292,6.110832174645446,68.0,0.4900124691007345,20.80662597478551,False,False,False,True,False
19,14.01,190,557,302,86,4.0,6.152392525414546,2.9919608972396863,9.924495706237792,65.0,0.35926718582837036,18.407717860510047,False,False,False,False,True
16,5.12,101,270,86,239,7.0,6.887137759981238,3.329058077696849,1.0,63.0,0.2799479075537791,22.92768159207652,True,False,False,False,True
35,7.26,131,89,89,178,1.0,7.999165553471046,2.812377008598492,10.0,51.0,0.20431588144362076,22.496669290555,False,False,False,False,False
16,4.67,131,51,168,2,4.0,9.128402132800373,3.041190290968551,1.0,61.0,0.5995717130773837,27.761207938329107,True,False,False,False,True
41,6.14,92,392,252,0,4.0,7.8753043943710335,2.989117254612524,1.011152377556776,62.0,0.6840390693800471,23.540208250540292,False,True,False,True,False
39,5.13,126,518,0,169,4.0,7.114112244632262,3.049697775125653,3.8968917155618006,57.0,0.0,21.695892284449176,False,False,False,False,False
17,3.95,80,1105,151,0,2.0,6.024606165518449,2.7608214933444457,3.084811424362808,65.29930112427833,0.6371307748046087,16.6328621906988,True,False,False,False,True
20,2.74,41,96,62,43,4.0,6.085233666864286,3.043777202797601,3.112981756298617,65.29930112427833,0.3771289308315735,18.522095508897966,True,False,False,False,True
43,9.43,209,337,82,19,2.0,6.349469160424807,2.8953149145847643,3.289318533689829,84.0,0.14492753367042183,18.383712759873944,False,False,False,True,False
15,8.2,139,740,353,183,5.0,4.638497138526186,3.143905411150726,9.861659777085704,67.0,0.7174796602138281,14.582996253419635,True,False,False,False,True
24,2.46,61,305,122,186,6.0,7.655989832196568,3.133489217357445,1.0,68.0,0.8265582095827771,23.98996158738618,False,False,False,False,True
19,8.04,225,929,47,28,5.0,8.068570347697738,3.1430504987692247,3.646178950650486,64.0,0.09742951705162693,25.359924055685955,False,False,False,False,True
17,2.88,56,158,131,159,4.0,7.372741514745921,2.999853454844666,4.867762526965846,46.0,0.7581018079802195,22.117144104687245,True,False,False,False,True
30,3.68,82,424,56,186,0.0,9.835491392625457,2.6917629523362434,4.319221444878334,65.0,0.25362317691924013,26.47481134869121,False,True,False,False,False
24,14.82,310,176,197,47,3.0,6.255625968488154,3.007936944032268,10.0,66.0,0.2215474558980268,18.816528458663154,False,False,False,False,True
23,4.85,101,137,611,0,2.0,7.136411869424479,2.992861417312364,5.104596836796247,90.0,2.0996562852351794,21.358291742050525,False,False,False,False,True
24,13.09,279,283,176,170,2.0,5.918662522390052,2.8947236690845104,8.939790255152857,63.0,0.2240896330011506,17.132892492885915,False,False,False,False,True
24,9.17,211,301,169,117,3.0,6.979785898258985,2.931185601809123,3.0681614698418387,68.0,0.3071610267691562,20.459047928687095,False,False,False,False,True
26,4.91,98,166,77,246,1.0,8.092797697786585,2.8217046099231182,7.293797546865624,65.0,0.26137134211231017,22.835484571019606,False,False,False,False,False
21,13.82,304,397,35,146,7.0,5.1156701646353175,3.3385304070031245,4.739379971156309,53.0,0.04220935790871493,17.078820396833688,True,False,False,False,True
21,16.51,261,257,83,146,4.0,6.078184950150549,3.0829748966315296,9.867701901034144,76.0,0.08378760262681603,18.738891618397705,False,False,False,False,True
24,5.62,72,429,153,26,6.0,8.403295116219535,3.348849949154596,4.648127873335729,73.0,0.45373664134826097,28.14137442268286,False,False,False,False,True
21,3.31,67,396,52,0,5.0,8.322897152645941,3.0960427834799176,2.6098550252099746,73.0,0.2618328166247323,25.76804566709502,False,False,False,False,True
44,5.88,152,284,18,173,5.0,8.008174848084781,3.144421235930616,3.800768437159861,65.29930112427833,0.051020406717108654,25.18107505336322,False,False,False,True,False
25,10.01,120,249,21,240,3.0,6.862037700969218,3.049486272412045,3.109368442830128,79.0,0.034965034382866564,20.925689769879536,False,False,False,False,True
29,6.92,206,511,272,102,1.0,7.963667470586506,2.886579049398545,2.201363787627758,51.0,0.6551059572469664,22.987755676971712,False,False,False,False,False
34,8.33,141,66,72,64,2.0,7.092821816272663,2.7946518348181573,10.0,71.0,0.14405762016691437,19.82196750288465,False,False,False,False,False
30,3.22,91,146,83,0,6.0,9.204289654363496,3.21152642452941,1.6972133390949593,87.0,0.42960660302243253,29.559819444011037,False,True,False,False,False
26,11.65,262,509,272,77,5.0,6.173800362980459,3.206035700227086,4.836013166830217,55.0,0.3891273191827279,19.793424369790294,False,False,False,False,False
34,8.96,184,148,382,0,3.0,6.735328147003408,3.1165725242610915,1.0,59.0,0.7105654629731126,20.99113864483319,False,False,True,False,False
24,3.53,81,146,157,44,3.0,7.692149588700397,3.007230168928676,1.0,66.0,0.741265309666416,23.132064307052136,False,False,False,False,True
15,4.25,104,253,238,52,3.0,8.193240656130236,2.9536472100563103,9.87893391675694,60.0,0.9333332967320276,24.199942405299005,True,False,False,False,True
26,6.44,175,264,72,72,5.0,8.047326277212555,3.0813495043127817,9.879749620488184,49.0,0.18633539890436338,24.79662483533213,False,False,False,False,False
41,4.85,80,398,489,32,2.0,9.277545594755209,3.003092899020919,1.0,66.0,1.6804123133878932,27.861331295952176,False,False,False,True,False
28,14.73,297,268,59,203,6.0,4.683555282936956,3.2481313848546973,6.826484239905042,54.0,0.06675718412811514,15.212802907209548,False,True,False,False,False
27,4.43,58,255,107,88,7.0,6.693069841634725,3.2491756027838963,4.529630570327695,70.0,0.40255829937703924,21.746959237168223,False,False,False,False,False
17,4.85,119,172,194,0,1.0,7.0699317820579175,2.8021132692309294,10.0,56.0,0.6666666437571601,19.810749659061962,True,False,False,False,True
31,11.11,192,26,89,28,3.0,6.439752122298731,2.9875497005825697,1.082384825096074,80.0,0.133513349332233,19.23907952479954,False,True,False,False,False
30,4.38,67,113,562,102,1.0,8.372308778299537,2.8394614202420243,10.0,57.0,2.1385082900111003,23.772847774335172,False,True,False,False,False
33,10.36,160,645,136,84,3.0,7.282210569847586,2.927059441863845,2.968055558334365,62.0,0.21879021527042772,21.31546320611307,False,False,False,False,False
31,15.36,300,236,270,79,6.0,5.031530337413973,3.1809847846251347,7.52638237479363,73.0,0.2929687468210857,16.005221446693618,False,False,False,False,False
28,7.52,167,76,178,141,4.0,6.586395507988235,2.9692782902192447,1.9585234659669013,53.0,0.39450353735586136,19.55684119266702,False,False,False,False,False
22,9.51,201,265,53,79,1.0,5.516535592498425,2.864259202027857,10.0,67.0,0.09288468116220328,15.80078783412781,False,False,False,False,True
42,8.91,171,316,114,155,4.0,6.819031245032937,3.034844094999377,9.885432994779228,78.0,0.213243542588037,20.694696707604457,True,False,False,True,False
29,14.34,285,134,61,64,2.0,6.038298714377618,2.915471813603541,7.204907987571402,49.0,0.07089725626572227,17.604489703886443,False,True,False,False,False
30,7.0,127,132,395,196,3.0,8.222190920984175,3.043153300169951,1.0,67.0,0.9404761680839008,25.0213874358204,True,False,False,False,False
38,12.8,125,341,25,49,5.0,4.116070872872281,3.1428031690533484,4.718718179865708,68.0,0.032552082909478086,12.936000583311186,False,False,False,False,False
22,11.68,250,115,94,0,1.0,5.156692567792503,2.8066225637501647,10.0,73.0,0.13413241817733423,14.472889715089215,False,False,False,False,True
39,14.65,178,222,100,125,3.0,7.894928293073895,2.981736448585332,9.9469624391345,53.0,0.11376564148161955,23.540595450426014,False,True,False,False,False
40,11.29,221,343,183,207,2.0,7.902005699166284,2.895315411336888,5.335233342055508,52.0,0.27015057174268425,22.878798881268064,False,False,False,False,False
23,11.53,153,769,412,260,1.0,6.007066807661309,2.8745793374415154,8.308127358517797,70.0,0.5955478375896526,17.267790123933967,False,True,False,False,True
35,10.96,217,282,205,80,4.0,5.245644796579784,3.0674669382148325,5.945855629574144,68.0,0.31173965462683006,16.090841983127156,True,False,False,False,False
22,10.59,133,433,91,0,5.0,7.080023900992519,3.1045896109557054,1.0,68.0,0.1432168690082331,21.98056864833946,True,False,False,False,True
27,6.15,138,530,104,0,7.0,7.8647208326371905,3.343971401972655,1.0,68.0,0.28184281079016776,26.29940154883733,False,False,False,False,False
34,8.4,148,133,303,61,3.0,7.05970570761238,3.033564592559052,4.130655179013881,58.0,0.601190464262094,21.416073268499964,False,False,False,False,False
18,10.22,235,837,103,103,4.0,4.802916028805942,2.9850084869968696,4.891518982863868,67.0,0.1679712953690265,14.33674510831904,False,False,False,False,True
34,8.41,152,245,57,0,2.0,8.230926055657347,2.968794925382782,1.0,68.0,0.11296075876019107,24.43593150523645,False,False,False,False,False
16,6.03,102,252,235,191,7.0,8.872553483519894,3.309814537788592,1.0,58.0,0.6495301091893281,29.36650650706096,True,False,False,False,True
34,15.3,239,241,108,29,7.0,6.466894980708871,3.305742446635497,9.766440598375915,84.0,0.11764705754197105,21.37788923566336,True,False,False,False,False
14,4.93,153,323,178,107,1.0,9.35543312518333,2.862602319127444,1.0,70.0,0.6017579242137282,26.78088456059151,True,False,False,False,True
29,3.51,82,138,383,48,4.0,7.300890714789654,3.023576198787679,5.030411187390833,53.0,1.8186133989262394,22.074799395187963,True,False,False,False,False
28,7.14,167,196,126,63,3.0,5.909740713085058,3.019748600450681,1.9905267183700948,72.0,0.2941176401933324,17.845931247365012,False,False,False,False,False
17,3.48,67,107,56,86,3.0,9.2509854449639,2.953201601254242,4.121930389350547,55.0,0.2681992208716848,27.320025029247077,True,False,False,False,True
17,10.23,242,159,222,0,3.0,6.512540231302199,2.8982928407556177,10.0,73.0,0.3616813235307702,18.875248727516098,True,False,False,False,True
21,7.34,142,125,89,156,0.0,6.961073438947731,2.6824986299955134,10.0,77.0,0.20208900540215702,18.673069963275445,False,False,False,False,True
22,11.81,304,145,114,158,1.0,4.947945506173692,2.8406221791927795,10.0,65.29930112427833,0.16088060738243568,14.055243746274234,False,False,False,False,True
23,15.15,309,284,321,103,7.0,5.523390838751985,3.2443055321284344,4.527806063288597,75.0,0.35313530964647627,17.919567454270577,False,False,False,False,True
23,6.13,151,387,95,174,4.0,7.865600945132392,3.132428824497376,1.0,69.0,0.25829254327643986,24.63843512252651,False,False,False,False,True
15,6.76,164,331,124,90,6.0,6.3305997525454485,3.271158478203392,1.7527813466396194,73.0,0.3057199135670633,20.708395052651337,True,False,False,False,True
24,11.02,231,313,122,39,3.0,7.423249002384611,3.038712333042783,8.07887985080922,84.0,0.1845130038639897,22.557118294793653,False,False,False,False,True
22,12.48,224,417,170,90,3.0,4.766006483546857,2.9782793037250053,7.001216740897677,63.0,0.22702991149799798,14.194498471366794,False,False,False,False,True
35,11.85,222,204,37,67,3.0,6.011101692046727,2.984933455605882,4.204180628409801,57.0,0.05203938042138705,17.9427385456394,False,False,False,False,False
27,3.32,133,885,100,116,5.0,7.077577115405792,3.072124069222437,9.72065923325991,56.0,0.502008006927309,21.74319500801604,False,False,True,False,False
30,4.65,103,210,14,0,5.0,6.69473895058118,3.1815988374425253,1.0,57.0,0.050179209670996074,21.299973662150276,False,False,False,False,False
33,4.64,113,127,126,27,0.0,7.07549632269612,2.7513781167027145,1.0,64.0,0.45258619063986394,19.46736574707663,False,False,False,False,False
29,3.68,68,181,181,154,6.0,7.318518213668383,3.240059586796022,4.869812029126416,68.0,0.8197463396854012,23.71243509933754,False,False,False,False,False
16,7.06,142,90,385,88,5.0,7.128620922143811,3.216225252507295,2.6971956161905064,68.0,0.9088762769387093,22.927250625350766,True,False,False,False,True
32,7.71,65,116,516,91,4.0,8.900078241033052,4.021626869140517,5.861260123184966,73.0,1.1154344765362196,35.79279379159139,True,False,False,False,False
24,14.11,304,513,119,201,5.0,4.967213167375155,3.125502584440785,7.943609228820064,65.0,0.1405622473356692,15.525037592099345,False,False,False,False,True
40,7.22,125,114,84,255,6.0,6.216191653139592,2.228027851608517,1.0,80.0,0.19390581269838847,13.849848134131403,False,False,True,False,False
19,6.39,141,358,284,88,6.0,7.170252058453191,3.164922535258474,4.589224213874888,62.0,0.7407407214204299,22.693292323281966,False,False,False,False,True
41,8.77,94,307,40,5,5.0,8.709585914150242,2.122429720870809,1.0,92.0,0.0760167222345739,18.48548400067023,False,False,False,True,False
21,4.8,121,162,131,0,2.0,9.7038497105626,4.916803221667725,1.0,71.0,0.4548610953173231,47.71191951947362,False,False,False,False,True
33,6.5,124,192,15,278,7.0,7.040865395249769,2.275307885559526,3.738606073721012,56.0,0.0384615374753452,16.020136554974986,False,False,False,False,False
28,7.85,147,301,157,294,0.0,6.129958162529038,2.797835914437316,9.341996801537755,54.0,0.33333332625619266,17.15061710112192,True,False,False,False,False
20,9.03,215,476,161,7,2.0,6.214215487910173,1.8166095030535268,1.0951332266290017,70.0,0.2971576172543814,11.288802909360028,False,False,False,False,True
15,1.87,66,225,269,76,1.0,8.537630998503028,3.868409649559285,10.0,63.0,2.3975042426466806,33.027054138985584,True,False,False,False,True
28,6.03,118,593,145,83,3.0,7.859058873063373,2.005099648481935,7.0748472190087055,72.0,0.40077389715937267,15.7581961837782,False,False,False,False,False
38,4.52,80,607,90,90,4.0,7.216386164564722,4.023483588960064,1.9660658279897647,70.0,0.3318583948429796,29.03501130472462,False,False,False,False,False
20,15.44,308,460,107,159,1.0,5.77495437963743,1.0,8.236066319967067,64.0,0.11550086231108742,5.77495437963743,True,False,False,False,True
38,5.59,93,259,135,149,2.0,7.379251272757045,2.7881416002822537,9.987385469360714,57.0,0.4025044602711849,20.574397452509686,True,False,False,False,False
